magnitude,location,longitude,latitude
2.45,14 km E of South Lead Hill,-92.7505,36.4178333333333
1.5,8 km S of Fern Forest,-155.125166666667,19.3856666666667
1.16,6 km SW of Mammoth Lakes,-119.01,37.59
2.2,35 km NNW of Toyah,-103.957,31.603
1.7,7 km NE of Hermleigh,-100.696,32.682
1.5,61 km SSW of Whites City,-104.514,31.634
1.52,19 km NNE of Ridgecrest,-117.6248333,35.7896667
2.1,61 km SSW of Whites City,-104.516,31.633
1.62,4 km SSE of Highland Park,-118.1781667,34.0871667
2.6,48 km E of Port Alsworth,-153.4401,60.1966
1.86,23 km NW of Grapevine,-119.0888333,35.1046667
1.31,24 km SW of Lamont,-119.1025,35.1095
4.5,66 km S of Dampit,112.7745,-8.8103
2,27 km SW of Petersville,-151.0661,62.2965
2.5,21 km W of Carlsbad,-104.4585,32.4248
0.54,38 km NNE of Amboy,-122.19666666666667,46.205666666666666
1.53,14 km NE of Ridgecrest,-117.5461667,35.6945
-0.23,62 km W of Tyonek,-152.2875,61.052
1,3 km NNE of Talkeetna,-150.0868,62.3537
1.05,6 km ESE of Anza,-116.611,33.5425
-0.4,52 km NNW of Pahrump,-116.25,36.6254
2.3,8 km NNW of Julian,-116.6371667,33.143
2.1,58 km NNW of Petersville,-151.0638,63.0058
0.1,7 km S of Floriston,-120.0094,39.3298
1.4,68 km SE of Denali National Park,-150.6451,63.1637
1,4 km NNW of Minco,-97.9675,35.352
0.26,7 km NW of The Geysers,-122.82,38.81
-0.2,33 km ENE of Adak,-176.201833333333,52.0101666666667
1.6,44 km N of Karluk,-154.5985,57.9595
1.2,21 km SE of Chickaloon,-148.1662,61.6588
0.58,10 km NNW of Anza,-116.7181667,33.6411667
1.77,10 km NNW of Airway Heights,-117.63366666666667,47.730333333333334
2.19,11 km NNE of Tahoe Vista,-120.03,39.34
2.4,52 km NW of Karluk,-154.9901,57.9464
4.3,18 km SSE of Moíres,24.9459,34.8938
1.46,27 km N of Searles Valley,-117.3493333,36.0085
1.24,21 km NW of Grapevine,-119.0625,35.0956667
2.19,11 km NNW of Airway Heights,-117.64366666666666,47.738166666666665
4.5,41 km WNW of Izena,127.5189,26.9985
2.11,11 km S of Fern Forest,-155.131166666667,19.3583333333333
0.76,4 km WNW of Borrego Springs,-116.4165,33.2681667
0.93,5 km NW of Minco,-97.97616667,35.35083333
0.62,8 km ESE of Valle Vista,-116.8136667,33.7186667
2.58,2 km ENE of Magas Arriba,-66.7453333333333,18.0231666666667
0.23,15 km N of Warner Springs,-116.6383333,33.415
-0.15,71 km NW of Ninilchik,-152.7225,60.4148333333333
1.2,51 km W of Ferry,-150.1722,64.0589
-0.37,95 km NNW of Karluk,-154.7735,58.41
0.84,28 km NE of Fremont,-111.430166666667,38.666
1.49,8 km WNW of Cobb,-122.81,38.84
4.5,11 km N of As Salamīyah,37.0735,35.1156
1.7,25 km SSW of Glacier View,-147.8746,61.6064
0.9400000000000001,12 km S of Leavenworth,-120.67516666666667,47.484
1.13,9 km S of Fern Forest,-155.151166666667,19.3786666666667
1.6,48 km S of Skwentna,-151.5543,61.5622
-0.48,66 km WNW of Beluga,-152.273666666667,61.3141666666667
1.1,7 km WNW of Cobb,-122.8,38.83
1.15,4 km NNW of Minco,-97.9615,35.35116667
1.07,20 km NNW of Borrego Springs,-116.4371667,33.4238333
1.54,24 km E of Maricopa,-119.1423333,35.0861667
2.35,10 km ESE of Pāhala,-155.398330688477,19.154167175293
1.4,20 km SE of Midland,-101.916,31.878
1.54,4 km S of Highland Park,-118.1945,34.0863333
1.54,4 km SSE of Highland Park,-118.1851667,34.0881667
1.09,5 km NW of Minco,-97.97866667,35.34983333
1.4,44 km NNW of Petersville,-150.9775,62.8863
2.69,23 km NW of Grapevine,-119.1065,35.0881667
0.25,43 km NNE of King Cove,-161.968333333333,55.3931666666667
1.76,23 km NW of Grapevine,-119.1071667,35.0871667
1.45,5 km NNW of The Geysers,-122.78,38.82
1.4,5 km NNW of The Geysers,-122.78,38.81
1.61,3 km ENE of Harbor,-124.22833333333334,42.06366666666667
0.86,7 km WNW of Cobb,-122.8,38.84
0.9,5 km NNW of The Geysers,-122.78,38.82
1.62,7 km WNW of Cobb,-122.8,38.83
1.09,5 km NNW of The Geysers,-122.78,38.82
1.75,12 km ESE of Millville,-111.682,41.6506666666667
0.87,7 km NW of The Geysers,-122.82,38.81
1.8,32 km SE of Malaga,-103.87,31.988
1.34,6 km WNW of Cobb,-122.8,38.83
1.48,7 km WNW of Cobb,-122.8,38.84
3.7,119 km NE of Cruz Bay,-64.1405,19.2163
1.05,5 km WNW of The Geysers,-122.81,38.8
1.75,2 km W of Honaunau-Napoopoo,-155.88883972168,19.4591674804688
1.9,42 km SW of Unalaska,-167.0519,53.6517
1.82,23 km NW of Huntington,-117.46033333333334,44.51233333333333
0.85,15 km WNW of Cedar City,-113.208333333333,37.7538333333333
1.23,4 km S of Highland Park,-118.1955,34.0861667
2,101 km S of McCarthy,-143.042,60.5263
1.6600000000000001,1 km NNW of Highland,-119.12116666666667,46.142833333333336
1.9,17 km S of Nixon,-97.75,29.111
-0.3,38 km WNW of Indian Springs,-116.0524,36.7391
0.97,4 km S of Highland Park,-118.1943333,34.0813333
2.2,18 km WSW of Blue Diamond,-115.605,36.0123
5,13 km NNW of As Salamīyah,37.0148,35.1265
1.98,18 km ESE of Julian,-116.4148333,33.0326667
0.6,12 km SSE of Pleasant Valley,-146.802,64.7741
0.25,7 km WNW of Cobb,-122.8,38.84
1.62,4 km SSE of Highland Park,-118.1893333,34.0836667
1.7,45 km W of Happy Valley,-152.5509,59.9775
1.77,12 km SSE of Covelo,-123.18,39.7
3.2,237 km WSW of Adak,-179.8122,51.0893
0.8,7 km WNW of Cobb,-122.8,38.84
1.16,2 km SSE of Home Gardens,-117.507,33.8601667
4.7,63 km ESE of Andamarca,-74.245,-11.9086
2.13,4 km SSE of Highland Park,-118.1866667,34.086
0.52,3 km NNW of The Geysers,-122.78,38.8
2.5,17 km NNW of Mina,-118.1613,38.5443
1.07,7 km WNW of Cobb,-122.8,38.84
1.6,40 km NNE of Chenega,-147.7632,60.4108
0.79,8 km ESE of Abbotsford,-122.1415,49.033
4.5,106 km SSE of Attu Station,173.9294,52.0047
2.2,16 km S of Nixon,-97.737,29.122
2.73,52 km E of Maneadero,-116.0123333,31.742
1.7,48 km N of Valdez,-146.2703,61.5658
1.2,9 km ENE of Fox,-147.4364,64.9837
0.72,3 km NW of The Geysers,-122.78,38.79
1.6,17 km S of Nixon,-97.76,29.109
0.47,10 km NW of The Geysers,-122.86,38.83
2.3,19 km SSE of Nixon,-97.723,29.095
2.1,8 km N of Houston,-149.8084,61.7107
0.9,8 km S of Fern Forest,-155.124666666667,19.3855
-0.5,63 km ENE of Pedro Bay,-153.062333333333,60.0123333333333
1.3,31 km WNW of Willow,-150.5966,61.8586
2.05,4 km SSE of Highland Park,-118.1838333,34.0853333
-0.67,63 km ENE of Pedro Bay,-153.0855,60.046
1.25,36 km S of False Pass,-163.509333333333,54.5278333333333
4.39,4 km SSE of Highland Park,-118.1788333,34.0825
4.9,208 km SSE of Ambon,128.7465,-5.495
1.53,3 km WSW of San Bernardino,-117.3246667,34.114
1.22,5 km SE of Lytle Creek,-117.4628333,34.2261667
1.85,4 km E of Butte,-112.474,46.0005
0.45,7 km WNW of The Geysers,-122.84,38.78
2.6,51 km N of Sutton-Alpine,-148.7472,62.2415
1.7,23 km E of Maricopa,-119.1456667,35.0708333
2.3,16 km S of Nixon,-97.758,29.118
1.35,17 km NNE of Apple Valley,-117.083,34.6321667
4.5,73 km S of Shikotan,146.8461,43.142
1.65,12 km ESE of Edwards Air Force Base,-117.8075,34.8686667
0.67,5 km NNW of Minco,-97.97483333,35.35166667
3.7,103 km SSE of Attu Station,173.4884,51.936
0.75,2 km NNW of The Geysers,-122.77,38.79
1.84,29 km W of Volcano,-155.511505126953,19.4858341217041
1.4,41 km E of Denali National Park,-150.8857,63.5675
1.58,23 km E of Maricopa,-119.1508333,35.0711667
1.69,16 km WNW of Cedar City,-113.2145,37.7563333333333
1.93,17 km WNW of Cedar City,-113.225166666667,37.7596666666667
1.4,16 km N of Willow,-150.0051,61.8985
0.95,4 km NNE of Round Valley,-118.59,37.45
1.8,27 km WNW of Clam Gulch,-151.818,60.3516
1.56,11 km ESE of Toms Place,-118.57,37.53
0.82,10 km NW of The Geysers,-122.84,38.84
0.8,4 km SW of Union City,-97.97366667,35.35783333
1.44,14 km WNW of Progreso,-115.7158333,32.6428333
0.82,8 km NNW of The Geysers,-122.82,38.83
0.43,5 km SW of Mammoth Lakes,-119.02,37.6
1.02,6 km E of Abbotsford,-122.16516666666666,49.066
2.36,10 km SSE of Indios,-66.7993333333333,17.899
-0.21,42 km ENE of Adak,-176.118333333333,52.0845
1.5,61 km S of Whites City,-104.499,31.63
1.4,19 km WNW of Happy Valley,-152.0505,60.0277
2.3,16 km S of Nixon,-97.774,29.119
1.94000006,10 km E of Pāhala,-155.376007080078,19.2049999237061
0.9,5 km W of Desert Hot Springs,-116.5583333,33.9663333
1.15,4 km NNW of Minco,-97.96833333,35.34483333
0.54,18 km S of Morton,-122.2485,46.391
1.2,11 km SSE of Talkeetna,-150.0244,62.2285
1.97000003,13 km ENE of Pāhala,-155.373992919922,19.267333984375
2.28,23 km E of Little Lake,-117.6555,35.9648333
1.69,14 km W of Deer Island,-123.0285,45.9505
1.94,5 km NNE of Castro Valley,-122.07,37.74
1.86000001,3 km SW of Pāhala,-155.501831054688,19.1828327178955
1.9,24 km W of Susitna,-150.9662,61.5112
1.75,45 km E of Fort Bidwell,-119.616,41.92583333333333
1.74,24 km E of Maricopa,-119.1405,35.0861667
2,17 km S of Nixon,-97.742,29.111
0.26,6 km NW of The Geysers,-122.82,38.8
1.37,24 km E of Maricopa,-119.1366667,35.0805
1.47,5 km WNW of The Geysers,-122.81,38.8
1.7,24 km E of Maricopa,-119.1415,35.079
1.65,36 km S of False Pass,-163.5165,54.5316666666667
1.75,36 km S of False Pass,-163.514666666667,54.528
0.65,26 km NE of Morgan Hill,-121.49,37.33
2.43,4 km ESE of El Sobrante,-122.25,37.98
2.2,18 km S of Nixon,-97.729,29.102
1.77,10 km ENE of Ridgecrest,-117.5655,35.646
1.62,5 km NW of Big Bear Lake,-116.9453333,34.2741667
1.3,37 km ENE of Susitna North,-149.1969,62.3096
1.5,35 km E of Susitna North,-149.17,62.116
4.7,44 km ESE of Londres,-66.7293,-27.8871
1.3,41 km SE of Denali National Park,-151.1275,63.2788
0.75,8 km NNE of La Center,-122.62016666666666,45.92616666666667
1.78,7 km SSE of Fern Forest,-155.108833333333,19.3995
1.6,65 km ESE of Denali National Park,-150.585,63.2521
1.47,35 km S of False Pass,-163.512833333333,54.538
1.21,4 km E of Santa Rosa,-122.66,38.45
1.09,6 km NNW of The Geysers,-122.8,38.82
1.41,5 km NNW of The Geysers,-122.79,38.82
1.1,62 km E of Pedro Bay,-152.9975,59.8274
1.93,20 km WSW of Volcano,-155.417327880859,19.3896675109863
0.23,19 km ESE of Anza,-116.4926667,33.4771667
1.5,20 km NW of Susitna,-150.7998,61.6688
1.2,14 km SSE of Sierraville,-120.3082,39.4717
4.3,13 km SSW of Karyes,24.1618,40.1579
2.23,20 km E of Little Lake,-117.6796667,35.9426667
0.95,2 km NNW of The Geysers,-122.77,38.79
1.33,3 km SE of Santa Rosa,-122.67,38.44
1.2,48 km SE of Glacier View,-146.9897,61.5073
1.17,4 km SE of Santa Rosa,-122.67,38.43
2.9,17 km NE of Walker Lake,-118.6409,38.773
0.86,8 km NW of The Geysers,-122.84,38.81
4.5,19 km ESE of Sárti,24.2032,40.056
2.4,4 km SE of Tallaboa,-66.6938333333333,17.964
1.32,19 km NNW of Grapevine,-119.0481667,35.0885
1.32,10 km S of Fern Forest,-155.15,19.3761666666667
0.89,13 km S of Tres Pinos,-121.3,36.67
0.46,18 km SSW of La Quinta,-116.3741667,33.5151667
1,20 km E of Little Lake,-117.6858333,35.944
2.11,7 km SSW of Calistoga,-122.58,38.52
1.67,6 km SSW of Calistoga,-122.58,38.52
-0.08,152 km W of Adak,-178.841,51.7718333333333
-0.11,60 km SE of Pedro Bay,-153.443333333333,59.3553333333333
2.96,20 km NNE of Isabela,-66.9271666666667,18.6606666666667
1.03,20 km E of Little Lake,-117.685,35.9441667
1.3,68 km NW of Eureka Roadhouse,-148.0016,62.4195
0.12,70 km NE of Nikolski,-168.155,53.4085
3.39,64 km NE of Cruz Bay,-64.2981666666667,18.6735
1.52,22 km SW of Lamont,-119.0861667,35.1235
0.72,11 km SW of Salton City,-116.0376667,33.23
0.49,8 km NNW of The Geysers,-122.81,38.83
1.03,5 km NW of Big Bear Lake,-116.9498333,34.2726667
1.32,20 km E of Little Lake,-117.6816667,35.9501667
1.4,47 km N of Petersville,-150.6836,62.9199
5.4,South Pacific Ocean,-123.855,-31.5044
5,173 km WNW of Tobelo,126.5648,2.3272
3.09,6 km NNW of Yaurel,-66.086,18.0745
1.25,5 km  of Pinnacles,-121.16,36.57
2,24 km SW of Lamont,-119.0956667,35.1085
0.22,6 km WNW of Cobb,-122.79,38.83
0.73,19 km ESE of Anza,-116.4961667,33.4713333
0.44,19 km ESE of Anza,-116.49,33.4721667
1.7,11 km W of Moose Pass,-149.5736,60.4715
1.8,43 km ENE of Susitna North,-149.1352,62.3564
-0.04,101 km SSE of Kokhanok,-154.389166666667,58.5528333333333
2.45,5 km NNW of Pinnacles,-121.17,36.57
2.1,5 km NNW of Pinnacles,-121.17,36.57
0.78,6 km WNW of Borrego Springs,-116.4326667,33.2745
0.28,12 km N of Cabazon,-116.7635,34.0188333
1.2,15 km NNW of Four Mile Road,-149.2465,64.7287
0.16,41 km ENE of Adak,-176.126666666667,52.0695
1.38,5 km S of Brawley,-115.5225,32.9301667
1.5,23 km WNW of Fishhook,-149.6107,61.8604
0.62,19 km ESE of Anza,-116.4921667,33.4721667
0.65,1 km ESE of The Geysers,-122.74,38.77
1.1,19 km ESE of Anza,-116.4991667,33.4685
2.27,16 km NW of Cedar City,-113.219333333333,37.7648333333333
1.82000005,33 km W of Wainaku,-155.415496826172,19.72483253479
0.79,3 km SW of Cobb,-122.74,38.8
0.71,15 km S of Anza,-116.6575,33.4201667
1.77,5 km NW of Big Bear Lake,-116.9466667,34.2748333
1.6,44 km NW of Toyah,-104.11,31.614
0.65,39 km ENE of Adak,-176.143333333333,52.0598333333333
1.67,25 km SW of Lamont,-119.121,35.1143333
1.36,22 km NW of Grapevine,-119.096,35.0878333
1.13,5 km ESE of Borrego Springs,-116.3205,33.2421667
0.34,10 km SW of Friday Harbor,-123.13133333333333,48.471833333333336
1.89,19 km WNW of Stanley,-115.17,44.2625
1.66,25 km NW of Grapevine,-119.122,35.1055
1.25,3 km SE of San Jacinto,-116.9395,33.762
1.07,13 km SE of Glacier,-121.82266666666666,48.79866666666667
2.02,39 km NW of Rancho Tehama Reserve,-122.76,40.23
0.65,3 km SE of San Jacinto,-116.9335,33.7648333
1.09,20 km NW of Grapevine,-119.0536667,35.0901667
0.61,6 km WNW of Cobb,-122.79,38.84
2.00999999,2 km WSW of Pāhala,-155.499664306641,19.1940002441406
2.04,7 km SW of Saint Charles,-111.451166666667,42.0596666666667
0.91,18 km NE of Atka,-173.983333333333,52.2885
1.49,23 km NW of Grapevine,-119.1005,35.099
1.6,43 km ENE of Susitna North,-149.1393,62.3604
0.94,6 km S of Brawley,-115.5301667,32.9256667
1.69,5 km S of Brawley,-115.5255,32.9313333
0.83,9 km NW of Enoch,-113.094166666667,37.8426666666667
1.25,21 km NW of Grapevine,-119.092,35.0785
0.4,28 km ENE of Herlong,-119.8144,40.224
1.27,19 km NW of Bickleton,-120.487,46.12133333333333
1.2,22 km NW of Grapevine,-119.0948333,35.0876667
1.32,5 km NW of Big Bear Lake,-116.9445,34.2751667
2.14,0 km NE of Guayanilla,-66.7903333333333,18.0203333333333
0.1,23 km SSW of Mammoth,-110.784,44.7723333333333
1.14,5 km S of Brawley,-115.5316667,32.9325
1.82,6 km S of Brawley,-115.5251667,32.9285
3.2,232 km SE of Chiniak,-149.4662,56.1967
2.1,36 km ENE of Susitna North,-149.2068,62.29
1.37,4 km NW of Big Bear Lake,-116.944,34.2745
4.3,17 km SSW of Fasā,53.5583,28.8029
0.98,5 km NW of Big Bear Lake,-116.9498333,34.2723333
1.45,7 km WNW of Petrolia,-124.37,40.35
1.88,22 km NW of Grapevine,-119.096,35.0925
0.78,5 km NW of Big Bear Lake,-116.9513333,34.2686667
0.71,4 km NW of Big Bear Lake,-116.945,34.2736667
1.5,3 km E of Point Possession,-150.6265,60.9283
1.07,6 km SSW of Devore,-117.4178333,34.172
1.54,5 km NW of Big Bear Lake,-116.948,34.2736667
2.86,5 km NW of Big Bear Lake,-116.9466667,34.2758333
2.11,24 km NW of Grapevine,-119.1268333,35.0906667
0.63,21 km ESE of Anza,-116.468,33.484
1.78,3 km S of Southworth,-122.49333333333334,47.4815
2.2,101 km WNW of Skwentna,-153.2848,62.207
0.83,9 km WNW of Cobb,-122.83,38.84
0.52,21 km SW of La Quinta,-116.4446667,33.5075
2.78,1 km NNE of Guayanilla,-66.7828333333333,18.0343333333333
1.27,23 km E of Maricopa,-119.1496667,35.06
4.4,111 km SSE of Honchō,143.2832,41.1617
0.22,84 km W of Adak,-177.864166666667,51.8635
1.93,24 km E of Maricopa,-119.1378333,35.0863333
1.02,20 km E of Little Lake,-117.685,35.9386667
1.7,54 km SSE of Denali National Park,-151.3486,63.0771
1.5,24 km NW of Grapevine,-119.1213333,35.0981667
2.9,185 km NNE of Yakutat,-139.0077,61.1691
0.72,8 km WNW of Cobb,-122.81,38.84
1.8,89 km ESE of Red Dog Mine,-160.8283,67.8392
2,82 km N of Aleneva,-153.1335,58.7886
1.42,20 km E of Little Lake,-117.6856667,35.9473333
-0.44,72 km W of Tyonek,-152.459666666667,61.1668333333333
0.32,21 km ESE of Little Lake,-117.6841667,35.8793333
1.34,7 km NNW of The Geysers,-122.81,38.82
1.39,15 km E of Coso Junction,-117.779,36.0383333
1.51,21 km NW of Grapevine,-119.0945,35.0733333
1.22,7 km N of Calumet,-98.13233333,35.6675
0.22,5 km SW of Idyllwild,-116.7556667,33.709
2.59,24 km NW of Grapevine,-119.1225,35.0915
0.28,10 km NNW of The Geysers,-122.83,38.84
0.76,19 km E of Little Lake,-117.6953333,35.9438333
4.5,80 km WSW of Tobelo,127.3093,1.5282
1.2,26 km ENE of Mina,-117.8172,38.451
0.57,23 km SSW of La Quinta,-116.4013333,33.469
0.36,23 km SSW of La Quinta,-116.4035,33.4715
1.9,31 km E of Cordova,-145.1878,60.5033
1,12 km N of Ester,-148.0536,64.9615
1.3,17 km WNW of Petersville,-151.0757,62.5577
0.91,12 km SE of Anza,-116.5678333,33.4938333
2.17,5 km NW of Big Bear Lake,-116.9473333,34.2753333
0.7,22 km NNE of Herlong,-120.0096,40.3219
1,32 km SE of Mina,-117.8794,38.1551
0.28,39 km NE of Adak,-176.204,52.1133333333333
-0.07,259 km W of Adak,179.601166666667,51.8905
1.7,0 km ESE of Brea,-117.899,33.9165
0.27,7 km NNW of The Geysers,-122.82,38.83
1.3,10 km SSW of Coldfoot,-150.286,67.1686
0.86,4 km  of Aromas,-121.65,36.92
1.28,20 km E of Little Lake,-117.6868333,35.9475
5.1,Greenland Sea,8.3371,74.6936
-0.04,37 km NNE of Amboy,-122.19616666666667,46.20283333333333
0.64,8 km S of Idyllwild,-116.7111667,33.6715
1.3,31 km SW of Empire,-119.6214,40.3879
0.76,3 km NW of The Geysers,-122.78,38.79
1.4,6 km ESE of Califon,-74.7706,40.6909
0.76,52 km NNE of King Cove,-161.8835,55.4605
1.67,4 km SSW of South Pasadena,-118.1715,34.0853333
1.31,10 km SSW of Victor,-111.151666666667,43.5108333333333
-0.11,151 km W of Adak,-178.817166666667,51.7443333333333
1.4,36 km WSW of Ackerly,-102.072,32.392
4.2,45 km ENE of Estique,-69.5951,-17.4557
1.12,4 km WNW of Cobb,-122.76,38.83
2.5,2 km N of Assaria,-97.6086,38.704
1.11,4 km SW of South Pasadena,-118.1748333,34.0918333
1.48,3 km W of Cobb,-122.76,38.82
2.03,3 km W of Cobb,-122.76,38.82
1.22,3 km SSW of South Pasadena,-118.1681667,34.0918333
0.76,154 km W of Adak,-178.875166666667,51.7878333333333
1.61,8 km ESE of Ojai,-119.1673333,34.4176667
2.5,6 km W of Laytonville,-123.54,39.67
2.07999992,12 km NE of Pāhala,-155.411834716797,19.2959995269775
1.47,5 km NW of Boron,-117.689,35.0338333
1.33,4 km SW of Union City,-97.97383333,35.358
1.7,36 km WSW of Ackerly,-102.085,32.414
2.01,8 km ESE of Ojai,-119.1711667,34.4151667
0.62,22 km SW of La Quinta,-116.448,33.5075
0.69,12 km E of Cloverdale,-122.88,38.84
1.2,22 km W of Tanana,-152.5426,65.2078
1.07,3 km NNW of The Geysers,-122.78,38.8
2,14 km NE of Hermleigh,-100.664,32.742
2.4,70 km WSW of Cantwell,-150.267,63.172
1.9,15 km SW of Petersville,-151.0022,62.4115
1.27,16 km SSE of Waynoka,-98.805,36.45133333
2.46,20 km NW of Grapevine,-119.0628333,35.0806667
0.96,148 km W of Adak,-178.777,51.7338333333333
0.76,157 km W of Adak,-178.911,51.8145
1.5,91 km E of Kobuk,-154.7888,66.9917
4.2,3 km N of Yeranos,45.1891,40.2342
1.32,153 km W of Adak,-178.86,51.7895
2.73,23 km NW of Grapevine,-119.0876667,35.1068333
1.11,14 km SSW of Tres Pinos,-121.34,36.67
1.08,14 km WNW of Grapevine,-119.0626667,35.012
4.5,Fiji region,-177.644,-19.0765
0.77,8 km S of Idyllwild,-116.7098333,33.6716667
1.6,77 km WNW of Ninilchik,-152.9265,60.3601
1.09,8 km SSW of Morongo Valley,-116.6165,33.9818333
1.98,36 km S of Silver Gate,-110.0405,44.68
0.62,4 km WNW of Borrego Springs,-116.4141667,33.2728333
1.25,20 km WNW of Grapevine,-119.1158333,35.0353333
0.77,7 km S of Redlands,-117.1925,33.9966667
1.25,20 km NW of Grapevine,-119.089,35.0695
2.03999996,6 km NE of Pāhala,-155.434005737305,19.2369995117188
0.78,8 km S of Idyllwild,-116.7128333,33.6693333
1.5,41 km WNW of Anchor Point,-152.5129,59.9129
0.6,8 km NE of Nuevo,-117.0861667,33.8581667
0.76,8 km NNW of The Geysers,-122.82,38.83
1.11,8 km S of Big Bear City,-116.8485,34.1866667
1.65,22 km E of Little Lake,-117.6605,35.9543333
1.89,24 km NW of Grapevine,-119.1198333,35.0963333
1.1,20 km E of Little Lake,-117.6898333,35.9428333
0.14,16 km SE of Carbonado,-121.90416666666667,46.96516666666667
3.69,86 km NE of Punta Cana,-67.8258,19.1305
1.76,24 km NW of Grapevine,-119.1233333,35.0916667
0.76,8 km NNW of The Geysers,-122.81,38.83
1.08,21 km E of Little Lake,-117.6766667,35.9443333
2.5,34 km SW of Cantwell,-149.4537,63.178
2.6,27 km SSE of Denali National Park,-151.4983,63.3138
1.34,2 km NNE of Cholame,-120.29,35.74
0.97,9 km ENE of Nile,-120.831,46.869166666666665
1.79999995,11 km ENE of Pāhala,-155.382171630859,19.2561664581299
1.49,10 km WSW of Lincoln,-112.814833333333,46.9166666666667
0.43,155 km W of Adak,-178.890833333333,51.8121666666667
0.72,155 km W of Adak,-178.886666666667,51.8061666666667
3.2,113 km E of Chignik,-156.6106,56.5001
1.27,2 km SSW of Redwood Valley,-123.21,39.25
0.8,18 km ESE of Livengood,-148.1898,65.4429
1.51,24 km NW of Grapevine,-119.128,35.0898333
1.61,20 km E of Little Lake,-117.6835,35.947
2.03,24 km NW of Grapevine,-119.1253333,35.0871667
0.46,65 km WNW of Beluga,-152.245,61.3071666666667
1.18,25 km NE of Rockport,-123.610333333333,39.8958333333333
0.56,156 km W of Adak,-178.8985,51.8106666666667
3,22 km NW of Grapevine,-119.0913333,35.0875
2.25,1 km ESE of Dixon Lane-Meadow Creek,-118.4,37.39
0.64,20 km E of Little Lake,-117.69,35.9425
2.5,14 km SSE of Alamo,-115.0732,37.2548
1.3,35 km NW of Stanton,-102.07,32.346
0.98,13 km NE of Milford,-112.897666666667,38.4813333333333
0.45,23 km SSE of Mossyrock,-122.33816666666667,46.341833333333334
4.3,Fiji region,-178.4904,-20.7057
2.25,17 km N of Mammoth Lakes,-119,37.79
1.8,18 km NNE of Pāhala,-155.434829711914,19.361499786377
1.9,Rat Islands,178.6537,51.2838
0.27,7 km WNW of Cobb,-122.8,38.84
0.39,2 km N of The Geysers,-122.76,38.8
5,35 km WSW of Ovalle,-71.5266,-30.7431
0.86,22 km E of Little Lake,-117.6653333,35.9546667
0.36,8 km NNW of The Geysers,-122.82,38.83
1,3 km W of Fox,-147.6911,64.9544
1.1,20 km E of Little Lake,-117.6853333,35.9498333
1.02,8 km WNW of Cobb,-122.81,38.84
1.42,24 km NW of Grapevine,-119.1063333,35.1065
1.1,31 km SE of Minto,-148.8142,64.9823
0.89,2 km NW of Calimesa,-117.067,34
2,8 km ESE of Eielson Air Force Base,-146.9033,64.6274
1.4,53 km SSE of Denali National Park,-151.3479,63.0951
0.69,3 km NW of The Geysers,-122.78,38.79
0.95,17 km NNW of Lopez Point,-121.65,36.15
1.3,6 km E of Fox,-147.4828,64.9665
0.94,5 km SW of Idyllwild,-116.7573333,33.703
0.74,18 km ESE of Little Lake,-117.7198333,35.8688333
0.06,14 km NE of Milford,-112.8995,38.4956666666667
2.06,9 km ESE of Pāhala,-155.395492553711,19.1671657562256
0.6,8 km ENE of Floriston,-119.9204,39.4107
1.6,4 km WNW of Chickaloon,-148.5457,61.8128
0.89,6 km WNW of Borrego Springs,-116.4325,33.2736667
1.08,7 km NNW of The Geysers,-122.81,38.82
2.2,33 km NW of Indian Springs,-115.8985,36.8038
0.7,16 km WNW of Anderson,-149.496,64.4123
1.1,26 km E of Tanana,-151.5246,65.1425
0.87,11 km W of Johannesburg,-117.7525,35.3855
0.87,6 km NW of The Geysers,-122.81,38.81
1.34,8 km NNW of The Geysers,-122.81,38.83
0.21,15 km NE of Milford,-112.898166666667,38.5008333333333
0.01,14 km NE of Milford,-112.901166666667,38.4991666666667
0.37,17 km ESE of Anza,-116.4995,33.4953333
2.56,22 km NW of Grapevine,-119.097,35.0913333
2,24 km SW of Lamont,-119.0956667,35.1071667
2.1099999,12 km ENE of Pāhala,-155.369659423828,19.2553329467773
0.23,14 km WSW of Toms Place,-118.81,37.5
1.6,22 km SW of Lamont,-119.0936667,35.1315
1.54,20 km E of Little Lake,-117.6831667,35.9496667
2.4,9 km WNW of Stevens Village,-149.2894,66.0418
1.5,6 km NNE of Carter Springs,-119.6032,38.9105
1.19,4 km ENE of Fairview,-122,37.7
0.36,35 km NNE of Amboy,-122.3215,46.216166666666666
0.54,7 km NW of The Geysers,-122.82,38.82
0.8,21 km W of Alamo,-115.4063,37.3887
5.2,Pagan region,145.8294,18.6705
1.16,4 km NNW of Minco,-97.96983333,35.35033333
1.07,7 km NW of The Geysers,-122.82,38.82
0.52,20 km E of Little Lake,-117.6831667,35.9463333
0.72,20 km E of Little Lake,-117.6841667,35.943
1.24,11 km E of Santa Clarita,-118.3866667,34.3995
1.41,25 km NW of Grapevine,-119.1315,35.0905
1.17,4 km NNW of Minco,-97.96816667,35.3465
1.1,4 km NNW of Minco,-97.95933333,35.3505
1.61,19 km SW of Lamont,-119.0673333,35.1406667
0.06,38 km SSE of Morton,-122.16466666666666,46.218833333333336
0.2,13 km NE of Milford,-112.898666666667,38.4863333333333
1.13,13 km NE of Milford,-112.898333333333,38.4863333333333
0.84,2 km ESE of The Geysers,-122.73,38.77
0.65,4 km NNE of Beaumont,-116.9615,33.9643333
